"osm_id","name","operator","operator.type","community_centre","community_centre.for","addr.postcode","x","y","facility_category","social_facility","social_facility.for"
3953081504,"essbar.cc",NA,NA,NA,NA,NA,16.3111508,48.1510264,"community_centre",NA,NA
4265654289,"Lokale Agenda Liesing",NA,NA,NA,NA,1230,16.2833774,48.1358798,"community_centre",NA,NA
4606957509,"Jugendzentrum Don Bosco Inzersdorf",NA,NA,"youth_centre",NA,1230,16.3204475,48.1388701,"community_centre",NA,NA
7994773898,"World4Kids",NA,NA,"family_centre","child",NA,16.320059,48.1497156,"community_centre",NA,NA
3124687008,"Haus der Begegnung Donaustadt",NA,NA,NA,NA,1220,16.4380803,48.2407151,"community_centre",NA,NA
3417160295,"Salon JAspern","Verein JAspern - Verein zur Förderung des Gemeinschaftslebens in der Seestadt Aspern",NA,NA,NA,1220,16.5002752,48.2240468,"community_centre",NA,NA
5313280210,"Yella Yella! Nachbar_innentreff","Que[e]rbau Seestadt",NA,NA,NA,1220,16.4970056,48.2247789,"community_centre",NA,NA
5766336175,"Raum für Nachbarschaft","Stadtteilmanagement",NA,NA,NA,1220,16.5037081,48.2244959,"community_centre",NA,NA
12805896139,"Jugendzentrum Hirschstetten",NA,NA,"youth_centre",NA,1220,16.4818554,48.2403848,"community_centre",NA,NA
2038184614,"Akdag-YarDer",NA,NA,NA,NA,NA,16.4210022,48.1788212,"community_centre",NA,NA
12994872060,"Jungschar Altsimmering, St. Josef","Pfarre Altsimmering","religious","youth_centre",NA,1110,16.4342615,48.1680476,"community_centre",NA,NA
12994872076,"Jungschar Altsimmering, 13er Haus","Pfarre Altsimmering","religious","youth_centre",NA,1110,16.4218448,48.1702095,"community_centre",NA,NA
3331120359,"Figarosaal",NA,NA,NA,NA,NA,16.3677513,48.2063588,"community_centre",NA,NA
3402222734,"Thomassaal",NA,NA,NA,NA,NA,16.3788828,48.2085624,"community_centre",NA,NA
12089276102,"U5",NA,NA,NA,"student",NA,16.3585895,48.2137201,"community_centre",NA,NA
8911451676,"Pfadfindergruppe Wien 39",NA,NA,"club_home","scout",1130,16.2660893,48.1878896,"community_centre",NA,NA
13094263409,"Regenbogenhaus",NA,NA,"social_centre",NA,NA,16.3065621,48.1882214,"community_centre",NA,NA
1676805095,"Türkis Rosa Lila Villa / Lesben-, Schwulen- & Trans* Personenhaus",NA,NA,NA,NA,1060,16.353885,48.1934562,"community_centre",NA,NA
4518106889,"Juvivo",NA,NA,NA,"child;juvenile",1060,16.3512918,48.1959789,"community_centre",NA,NA
12849505351,"Nachbarschaftszentrum 6","Hilfswerk","public",NA,NA,1060,16.342936,48.1923645,"community_centre",NA,NA
2879239252,"Kulturzentrum der Republik Aserbaidschan",NA,NA,NA,NA,1010,16.3586206,48.205736,"community_centre",NA,NA
5133498653,"Hofstallung | mumok","museum moderner kunst stiftung ludwig wien",NA,NA,NA,NA,16.3575547,48.2033137,"community_centre",NA,NA
10016870937,"Serbisches Zentrum",NA,NA,"cultural_centre",NA,NA,16.3445398,48.1990758,"community_centre",NA,NA
3747976273,"Festsaal Längenfeldgasse",NA,NA,NA,NA,NA,16.3384418,48.1823219,"community_centre",NA,NA
4510226389,"Klangforum Wien",NA,NA,NA,NA,1050,16.347437,48.1863396,"community_centre",NA,NA
6757568324,"Jugendzentrum",NA,NA,"youth_centre","juvenile",1120,16.330065,48.1596206,"community_centre",NA,NA
12615362453,"Genossenschaft für Gemeinwohl",NA,"cooperative","meeting_room",NA,1120,16.3346177,48.1841599,"community_centre",NA,NA
9836974420,"Währinger Wohnzimmer","Kulturlicht Wien",NA,"cultural_centre",NA,1180,16.3483709,48.2294547,"community_centre",NA,NA
7717662006,"Stadtteilbüro für die Bezirke 16. bis 19.","Gebietsbetreuuung Stadterneuerung","public",NA,NA,1160,16.331509,48.2128335,"community_centre",NA,NA
9815689109,"Kollektiv Kaorle",NA,NA,"cultural_centre",NA,1160,16.3104695,48.2135557,"community_centre",NA,NA
10774020305,"volx-club Ottakring",NA,NA,NA,NA,1160,16.3179545,48.2148242,"community_centre",NA,NA
12307229288,"Kultur und Sportverein Bambi",NA,NA,"cultural_centre",NA,NA,16.3105612,48.2116286,"community_centre",NA,NA
351909218,"Grätzl-Zentrum Floridsdorf",NA,NA,NA,NA,NA,16.4204877,48.2737083,"community_centre",NA,NA
4318350871,"Mobile Jugendarbeit Donaufeld","Wiener Jugendzentren",NA,NA,NA,NA,16.4158299,48.2533169,"community_centre",NA,NA
10932265936,"Jugendzentrum Marco Polo",NA,NA,NA,"juvenile",1210,16.4198406,48.2779196,"community_centre",NA,NA
141123624,"Gatschhüpfer",NA,NA,NA,NA,NA,16.31485307,48.26058828,"community_centre",NA,NA
245304524,"Final Dawn MC Austria - Standarte Vindobona","Final Dawn MC Austria","association","club_home",NA,1190,16.36261629,48.23995875,"community_centre",NA,NA
131753579,"Pfarrzentrum Penzing",NA,NA,NA,NA,1140,16.30048639,48.19244148,"community_centre",NA,NA
136114241,"Kalsantiner Kollegium Reindorf",NA,NA,"parish_hall",NA,1150,16.33006633,48.18963783,"community_centre",NA,NA
174149961,"Haus der Begegnung",NA,NA,NA,NA,NA,16.32473978,48.19015705,"community_centre",NA,NA
509015844,"Evangelisch-Reformierte Pfarrgemeinde H.B. Wien-West",NA,NA,NA,NA,NA,16.32674549,48.19990802,"community_centre",NA,NA
232792450,"Jugendraum Alte Trafik","Verein Wiener Jugendzentren",NA,"youth_centre",NA,NA,16.38698537,48.22296568,"community_centre",NA,NA
508994841,"Evang. Gemeindehaus",NA,NA,NA,NA,NA,16.38478158,48.22511481,"community_centre",NA,NA
174041156,"Pfarrsaal (Pfarre zur Frohen Botschaft)",NA,"religious",NA,NA,NA,16.37472755,48.19049103,"community_centre",NA,NA
165763810,"KUD Stevan Mokranjac",NA,NA,NA,NA,1100,16.37276957,48.17292828,"community_centre",NA,NA
374580768,"Haus der Begegnung",NA,NA,NA,NA,NA,16.38402172,48.15250112,"community_centre",NA,NA
391520047,"Zukunftshof Rothneusiedl",NA,NA,"events_venue","neighbourhood",1100,16.38101673,48.13747495,"community_centre",NA,NA
509013487,"Evangelisches Pfarrgemeindezentrum",NA,NA,NA,NA,NA,16.28153186,48.13967825,"community_centre",NA,NA
177654750,"Metacube","Metastadt",NA,NA,NA,NA,16.45512307,48.23290916,"community_centre",NA,NA
177654756,"Metahall","Metastadt",NA,NA,NA,NA,16.4553461,48.23165484,"community_centre",NA,NA
203872647,"Kulturzentrum der Syrisch-Orthodoxen Kirche Heilige Maria Mutter Gottes",NA,NA,NA,NA,NA,16.44133851,48.26345381,"community_centre",NA,NA
214959218,"Mehrzwecksaal",NA,NA,"community_hall",NA,1220,16.45568066,48.21708026,"community_centre",NA,NA
246692947,"Evangelische Pfarrgemeinde",NA,NA,NA,NA,NA,16.4618798,48.22705552,"community_centre",NA,NA
415526022,"The Dancing Wolves",NA,NA,NA,NA,1220,16.47098969,48.23612308,"community_centre",NA,NA
522289032,"Pfarre Kagraner Anger",NA,NA,"parish_hall","religious",1220,16.45050394,48.23897903,"community_centre",NA,NA
920064045,"Jugendzentrum Seestadt","Verein Wiener Jugendzentren","public","youth_centre",NA,1220,16.51059973,48.22941003,"community_centre",NA,NA
984759980,"Seelsorgezentrum St. Katharina von Siena",NA,NA,"pastoral_care",NA,1220,16.47401053,48.21573478,"community_centre",NA,NA
1382525605,"Pfadfindergruppe 73 - Wien Kaiserebersdorf",NA,NA,NA,"scout",1110,16.47364716,48.15731712,"community_centre",NA,NA
156618406,"Collegium Hungaricum",NA,NA,NA,NA,NA,16.37648531,48.2148727,"community_centre",NA,NA
201176336,"Pfarrbüro Maria Lourdes","Pfarre Maria Lourdes","religious","parish_hall",NA,1120,16.32613223,48.180279,"community_centre",NA,NA
30112996,"Albert Sever Saal",NA,NA,"youth_centre",NA,1160,16.3192864,48.21091915,"community_centre",NA,NA
413387391,"Garage Grande","Gebietsbetreuungen Stadterneuerung (GB*)","public","events_venue;cultural_centre;environment_centre;sports_centre",NA,NA,16.3290005,48.21139013,"community_centre",NA,NA
93107332,"Evang. Pfarrgemeinde A.B. Leopoldau",NA,NA,NA,NA,1210,16.44929945,48.28360758,"community_centre",NA,NA
150817294,"Wagons Jugendzentrum",NA,NA,NA,"juvenile",1210,16.41427035,48.29009028,"community_centre",NA,NA
1166289459,"Bücherei Heiligenstadt","Büchereien Wien","government",NA,NA,1190,16.3644954,48.2542913,"library",NA,NA
1439062280,"Bücherei Billrothstraße","Büchereien Wien","government",NA,NA,1190,16.3494478,48.2384979,"library",NA,NA
1794872703,"Fachbibliothek Lebensmittel- und Biotechnologie",NA,NA,NA,NA,1190,16.3676773,48.2466876,"library",NA,NA
2154866775,"Bibliothek der Gesellschaft der Ärzte in Wien","Gesellschaft der Ärzte in Wien",NA,NA,NA,1090,16.3560735,48.2156437,"library",NA,NA
6971082786,"Bibliothek, Institut für Höhere Studien","Institut für Höhere Studien",NA,NA,NA,1080,16.3480585,48.2096022,"library",NA,NA
6975243069,"Bibliothek Volkskundemuseum",NA,NA,NA,NA,1080,16.350333,48.213176,"library",NA,NA
742643089,"Bücherei Pappenheimgasse","Büchereien Wien","government",NA,NA,1200,16.3673431,48.2335447,"library",NA,NA
2488238845,"Bücherei Leystraße","Büchereien Wien","government",NA,NA,1200,16.3801397,48.2411323,"library",NA,NA
2049776640,"Bücherei Breitnerhof","Büchereien Wien","government",NA,NA,1140,16.2709263,48.1987968,"library",NA,NA
3933397244,"Bücherei Penzing","Büchereien Wien","government",NA,NA,1140,16.2974345,48.197817,"library",NA,NA
1204401932,"Kinderbücherei der Weltsprachen","Büchereien Wien","government",NA,NA,1150,16.3217621,48.1987604,"library",NA,NA
1467177505,"Freizeit- u. Kulturverein der Alten Säcke",NA,NA,NA,NA,NA,16.3303399,48.1911645,"library",NA,NA
1841612496,"Bücherei Schwendermarkt","Büchereien Wien","government",NA,NA,1150,16.3241592,48.1901328,"library",NA,NA
6974732832,"Bibliothek des Technischen Museum","Technisches Museum Wien",NA,NA,NA,1140,16.3180859,48.1909871,"library",NA,NA
5329836861,"Geschichte der ArbeiterInnenbewegung","Verein für Geschichte der ArbeiterInnenbewegung",NA,NA,NA,1050,16.3547387,48.1920615,"library",NA,NA
10011896191,"Bücherei Margareten","Büchereien Wien","government",NA,NA,NA,16.3547247,48.1886353,"library",NA,NA
291073715,"Bücherei Zirkusgasse","Büchereien Wien","government",NA,NA,1020,16.3823489,48.2142868,"library",NA,NA
348382180,"Bücherei Engerthstraße","Büchereien Wien","government",NA,NA,1020,16.4074598,48.2215803,"library",NA,NA
1722300839,"Bibliothek der Fachhochschule des BFI Wien",NA,NA,NA,NA,NA,16.4027979,48.2190879,"library",NA,NA
11035868212,"Bibliothekszentrum","Wirtschaftsuniversität Wien",NA,NA,NA,1020,16.4085807,48.2136862,"library",NA,NA
115181418,"Büchereien Wien, Rabenhof","Büchereien Wien","government",NA,NA,1030,16.4006914,48.1962536,"library",NA,NA
347351070,"Bücherei Erdbergstraße","Büchereien Wien","government",NA,NA,1030,16.392756,48.2027496,"library",NA,NA
1410806501,"Bücherei Fasanviertel","Büchereien Wien","government",NA,NA,1030,16.3858294,48.1908762,"library",NA,NA
3354471173,"Bibliothek der Bundesanstalt für Agrarwirtschaft",NA,NA,NA,NA,1030,16.3844132,48.2079458,"library",NA,NA
3970370253,"Abteilung Geologie, Paläontologie und Mineralogie","GeoSphere Austria","public",NA,NA,1030,16.3853646,48.200406,"library",NA,NA
5106256624,"Universitätsbibliothek mdw","University Library",NA,NA,NA,1030,16.3851428,48.202485,"library",NA,NA
6971062450,"Bibliothek, Heeresgeschichtliches Museum","Militärhistorisches Institut",NA,NA,NA,1030,16.3889792,48.1842935,"library",NA,NA
4358785667,"Städtische Bücherei Alserbachstraße","Büchereien Wien","government",NA,NA,1090,16.3568452,48.2250539,"library",NA,NA
5709716420,"Bezirksbibliothek",NA,NA,NA,NA,NA,16.3547573,48.2210641,"library",NA,NA
6971029511,"C3 - Centrum für Internationale Entwicklung",NA,NA,NA,NA,1090,16.3540355,48.220064,"library",NA,NA
6974744799,"Universitätsbibliothek","Akademie der bildenden Künste Wien",NA,NA,NA,1090,16.3575889,48.232306,"library",NA,NA
6975118993,"Hauptbibliothek","Medizinische Universität Wien",NA,NA,NA,1097,16.3462904,48.2205774,"library",NA,NA
9501202555,"Pictopia",NA,NA,NA,NA,NA,16.3568679,48.2263748,"library",NA,NA
354672145,"Hauptbibliothek",NA,NA,NA,NA,1040,16.3675895,48.1993335,"library",NA,NA
412510725,"Arnold Schönberg Center",NA,NA,NA,NA,1030,16.3776481,48.1991054,"library",NA,NA
1301366428,"Bücherei Wieden","Büchereien Wien","government",NA,NA,1040,16.3686551,48.1955722,"library",NA,NA
1476484049,"Sadocc Dokumentations- und Koperationszentrum südliches Afrika",NA,NA,NA,NA,1040,16.3705213,48.190988,"library",NA,NA
1492513497,"Universitätsbibliothek der Universität für Musik und darstellende Kunst",NA,NA,NA,NA,1030,16.3770267,48.2004995,"library",NA,NA
6971006686,"AK Bibliothek Wien für Sozialwissenschaften","Kammer für Arbeiter und Angestellte für Wien",NA,NA,NA,1040,16.3764928,48.1948992,"library",NA,NA
6975298227,"Bibliothek der Wirtschaftskammer Wien","Wirtschaftskammer Wien",NA,NA,NA,1040,16.3673863,48.1900821,"library",NA,NA
3779752440,"Bücherei Per-Albin-Hansson-Siedlung","Büchereien Wien","government",NA,NA,1100,16.3840704,48.1525295,"library",NA,NA
5403826725,"Wotruba-Studiensaal",NA,NA,NA,NA,NA,16.3840327,48.1856319,"library",NA,NA
1537466207,"Bücherei Alterlaa","Büchereien Wien","government",NA,NA,1230,16.3149102,48.151182,"library",NA,NA
1547549999,"Bücherei Liesing","Büchereien Wien","government",NA,NA,1230,16.2828156,48.1356862,"library",NA,NA
2441426659,"Bücherei Donaustadt","Büchereien Wien","government",NA,NA,1220,16.4385374,48.2406605,"library",NA,NA
2718053556,"Bücherei Kaisermühlen","Büchereien Wien","government",NA,NA,1220,16.4207025,48.228716,"library",NA,NA
3719837295,"Stadtbücherei Stadlau",NA,NA,NA,NA,1220,16.4655178,48.2257946,"library",NA,NA
1255046410,"Bücherei im Bildungszentrum Simmering","Büchereien Wien","government",NA,NA,1110,16.4118889,48.1741213,"library",NA,NA
4675957175,"Wiener Stadt- und Landesarchiv (MA 8)",NA,NA,NA,NA,1110,16.4213339,48.1847997,"library",NA,NA
12810008836,"Bücherei am Leberberg","Stadt Wien",NA,NA,NA,1110,16.4640179,48.1542612,"library",NA,NA
1158033069,"ÖTK-Bibliothek","Österreichischer Touristenklub",NA,NA,NA,1010,16.3765568,48.2086533,"library",NA,NA
1244279156,"Schulbuch- und Schulschriftensammlung",NA,NA,NA,NA,1014,16.3636055,48.2102043,"library",NA,NA
1334741420,"Prunksaal der Österreichischen Nationalbibliothek","Österreichische Nationalbibliothek",NA,NA,NA,NA,16.3666909,48.2061679,"library",NA,NA
1685650834,"Bibliothek von unten",NA,NA,NA,NA,1010,16.3682026,48.2128095,"library",NA,NA
2793299644,"Wienbibliothek","Magistrat der Stadt Wien - MA 9",NA,NA,NA,1010,16.3576614,48.2114531,"library",NA,NA
3331218595,"Archiv des Österreichischen Volksliedwerkes",NA,NA,NA,NA,NA,16.3680902,48.2034005,"library",NA,NA
3354451905,"MAK-Bibliothek","MAK – Österreichisches Museum für angewandte Kunst",NA,NA,NA,1010,16.3815541,48.2073773,"library",NA,NA
6971006685,"Administrative Bibliothek des Bundes","Bundeskanzleramt Abteilung IV/12",NA,NA,NA,1010,16.3643434,48.2114097,"library",NA,NA
6971012084,"Amtsbibliothek des BMEIA",NA,NA,NA,NA,1010,16.3648581,48.2093936,"library",NA,NA
408183159,"Bücherei Mariahilf","Büchereien Wien","government",NA,NA,1060,16.3542803,48.1975751,"library",NA,NA
3345924462,"Fachbibliothek Chemie und Maschinenbau",NA,NA,NA,NA,1060,16.3635633,48.2006447,"library",NA,NA
3954136006,"Friedrich Kiesler Stiftung",NA,NA,NA,NA,1060,16.3607667,48.2016974,"library",NA,NA
4088673415,"Bücherei der Raritäten","Büchereien Wien","government",NA,NA,1070,16.3448952,48.2034155,"library",NA,NA
4100011807,"Calvary",NA,NA,NA,NA,NA,16.3424534,48.2044131,"library",NA,NA
6326774763,"Dietmar Steiner Bibliothek",NA,NA,NA,NA,NA,16.357129,48.2040851,"library",NA,NA
6974291222,"Zoologische Hauptbibliothek","Naturhistorisches Museum Wien",NA,NA,NA,1010,16.359315,48.2052378,"library",NA,NA
6974572657,"Parlamentsbibliothek","Parlamentsdirektion",NA,NA,NA,1017,16.3594578,48.2065155,"library",NA,NA
5333922938,"Bücherei am Schöpfwerk","Büchereien Wien","government",NA,NA,NA,16.327,48.1608624,"library",NA,NA
1079671888,"Bücherei Weimarerstraße","Büchereien Wien","government",NA,NA,1180,16.3405987,48.2261278,"library",NA,NA
1794872701,"Fachbibliothek Sozial-, Wirtschafts- und Rechtswissenschaften",NA,NA,NA,NA,1180,16.3347627,48.2362597,"library",NA,NA
1794872705,"Fachbibliothek Wald-Natur-Technik",NA,NA,NA,NA,1190,16.3318561,48.2378437,"library",NA,NA
3436697363,"Verein von Krippenfreunden Wien-Niederösterreich",NA,NA,NA,NA,1180,16.3449581,48.2295101,"library",NA,NA
795072309,"Bücherei Sandleiten","Büchereien Wien","government",NA,NA,1160,16.3059159,48.2215524,"library",NA,NA
1844966951,"Bücherei Ottakring","Büchereien Wien","government",NA,NA,1160,16.3197276,48.2111352,"library",NA,NA
11289566469,"Anarchistische Bibliothek | Archiv | Institut für Anarchismusforschung",NA,NA,NA,NA,NA,16.3399235,48.210003,"library",NA,NA
360192172,"Bücherei Großjedlersdorf","Büchereien Wien","government",NA,NA,1210,16.4106353,48.2783813,"library",NA,NA
365950680,"Städtische Bücherei","Büchereien Wien","government",NA,NA,1210,16.3994528,48.2610665,"library",NA,NA
1178938407,"Beethoven Museum","Wien Museum",NA,NA,NA,1190,16.3562337,48.2547283,"museum",NA,NA
2851520081,"Das rote Wien - Waschsalon",NA,NA,NA,NA,1190,16.3648511,48.2520131,"museum",NA,NA
4692539245,"Weinbaumuseum",NA,NA,NA,NA,1190,16.3556986,48.2429842,"museum",NA,NA
11332468164,"House Of Strauss",NA,NA,NA,NA,NA,16.3553846,48.2402443,"museum",NA,NA
332346748,"Viktor-Frankl-Museum","Viktor-Frankl-Zentrum",NA,NA,NA,1090,16.3507996,48.215771,"museum",NA,NA
566991892,"Wiener Planungswerkstatt","Wiener Stadtverwaltung",NA,NA,NA,1010,16.3564432,48.2119327,"museum",NA,NA
666750600,"Volkskundemuseum",NA,NA,NA,NA,1080,16.3505518,48.2131498,"museum",NA,NA
3461250583,"Wiener Schuhmuseum",NA,NA,NA,NA,1080,16.3416776,48.2122111,"museum",NA,NA
3461251862,"Geldmuseum","Österreichische Nationalbank",NA,NA,NA,1090,16.3546147,48.216234,"museum",NA,NA
3923832255,"Bezirksmuseum Josefstadt",NA,NA,NA,NA,1080,16.3521893,48.2105342,"museum",NA,NA
11915964859,"STADTRAUM Nordwestbahnhof","Stadt Wien",NA,NA,NA,1200,16.3772569,48.2333233,"museum",NA,NA
291151851,"Ernst Fuchs Museum",NA,NA,NA,NA,1140,16.2559656,48.2098481,"museum",NA,NA
11854366666,"Queer Museum Vienna",NA,NA,NA,NA,1140,16.2797731,48.2075953,"museum",NA,NA
319605564,"Pfadfindermuseum",NA,NA,NA,NA,1150,16.3258805,48.1999357,"museum",NA,NA
693497919,"Bezirksmuseum Rudolfsheim-Fünfhaus",NA,NA,NA,NA,1150,16.3339173,48.1940536,"museum",NA,NA
1868804009,"Museum für Verhütung und Schwangerschaftsabbruch","Museum für Verhütung und Schwangerschaftsabbruch",NA,NA,NA,1150,16.3390004,48.1948767,"museum",NA,NA
4396788026,"Billardmuseum Weingartner",NA,NA,NA,NA,1150,16.337581,48.199329,"museum",NA,NA
419295548,"Bezirksmuseum Margareten",NA,NA,NA,NA,1050,16.3541899,48.1906097,"museum",NA,NA
600721260,"Österreichisches Gesellschafts- und Wirtschaftsmuseum",NA,NA,NA,NA,NA,16.3569086,48.1839307,"museum",NA,NA
2323047594,"3rd Man Museum",NA,NA,NA,NA,1040,16.362283,48.1963339,"museum",NA,NA
2498873543,"Schubert Sterbewohnung","wienmuseum",NA,NA,NA,1040,16.3615376,48.1946102,"museum",NA,NA
3179058124,"Bezirksmuseum Wieden",NA,NA,NA,NA,1040,16.3658716,48.1907883,"museum",NA,NA
10814863863,"Chocolate museum Vienna",NA,NA,NA,NA,NA,16.3511231,48.1890664,"museum",NA,NA
323060663,"Wiener Kriminalmuseum","SEYRL OEG",NA,NA,NA,1020,16.3784885,48.2182253,"museum",NA,NA
1723197167,"Pratermuseum","Wien Museum",NA,NA,NA,1020,16.3968882,48.2169385,"museum",NA,NA
3437649721,"Johann-Strauß-Wohnung","Wien Museum",NA,NA,NA,1020,16.38738,48.21599,"museum",NA,NA
4830522272,"Bezirksmuseum Leopoldstadt",NA,NA,NA,NA,1020,16.3798939,48.216508,"museum",NA,NA
7252011789,"Atelier Augarten",NA,NA,NA,NA,NA,16.3817687,48.2250996,"museum",NA,NA
11150632086,"Gedenkstätte Karajangasse",NA,NA,NA,NA,1200,16.3745201,48.2293676,"museum",NA,NA
12736861335,"Porzellanmuseum","Wiener Porzellanmanufaktur Augarten GmbH",NA,NA,NA,NA,16.378483,48.2236754,"museum",NA,NA
331418208,"Bezirksmuseum Hernals",NA,NA,NA,NA,1170,16.3330132,48.2179678,"museum",NA,NA
365214262,"Schneekugelmuseum",NA,NA,NA,NA,1170,16.331133,48.2242721,"museum",NA,NA
76653086,"Museum des Blindenwesens",NA,NA,NA,NA,1020,16.3992724,48.2063691,"museum",NA,NA
844546176,"Bezirksmuseum Landstraße",NA,NA,NA,NA,1030,16.3879449,48.2012763,"museum",NA,NA
1462407103,"Fälschermuseum","Werkstätte für kunst & architktur",NA,NA,NA,NA,16.393268,48.2077381,"museum",NA,NA
2312934835,"Verkehrsmuseum Remise","Wiener Linien",NA,NA,NA,1030,16.4082923,48.1966004,"museum",NA,NA
